Relatório;;;;;;
Arquivo criado em:2024-02-23 17:33:56;;;;;;
;;;;;;
Informação de dispositivo;;;;;;
Modelo do dispositivo;RC-51H;;Tipo de Sensor;Temperatura & Umidade(Interna);;
Número de série;EL2205000383;;Versão do firmware;V2,2;;
Número da Viagem;;;;;;
Número da Viagem;0000001;;;;;
Número da Viagem;Qualificacao Termica.                                                                              ;;;;;
Config. informação;;;;;;
Modo Iniciar;Início cronometrado;;Intervalo de registro;0:1:0;;
Atraso de início;0H0M;;Repita o início;Habilitar;;
Fuso horário;UTC -03:00;;Modo de parada;Botão + Software;;
Luz;Desabilitar;;O intervalo é encurtado após o limite ser excedido;Desabilitar;;
Mark Time;;;;;;
N/A;;;;;;
;;;;;;
Limiar de Alarme;Atraso de alarme;Duração acima do limite;Tempos acima do limite;Status de Alarme;;
H3:;;;;;;
H2:;;;;;;
H1:30,0°C;0D 0H 0M 0S;3D 8H 24M 0S;22;Alarme;;
Zona Ideal;Ilimitado;0D 0H 0M 0S;;;;
L1:15,0°C;0D 0H 0M 0S;0D 0H 0M 0S;0;Normal;;
L2:;;;;;;
Acima:;;;;;;
Zona Ideal;Ilimitado;;;;;
Abaixo:;;;;;;
Resumo;;;;;;
4743;2024-02-19 01:02:00;30;76,6;;;
4748;2024-02-19 01:07:00;30;76,5;;;
4750;2024-02-19 01:09:00;30;76,5;;;
4751;2024-02-19 01:10:00;30;76,5;;;
4752;2024-02-19 01:11:00;30;76,5;;;
4753;2024-02-19 01:12:00;30;76,5;;;
4754;2024-02-19 01:13:00;30;76,5;;;
4755;2024-02-19 01:14:00;30;76,5;;;
4756;2024-02-19 01:15:00;30;76,4;;;
4757;2024-02-19 01:16:00;30;76,4;;;
4758;2024-02-19 01:17:00;30;76,4;;;
4759;2024-02-19 01:18:00;30;76,4;;;
4760;2024-02-19 01:19:00;30;76,4;;;
4761;2024-02-19 01:20:00;30;76,4;;;
4762;2024-02-19 01:21:00;30;76,4;;;
4763;2024-02-19 01:22:00;30;76,4;;;
4764;2024-02-19 01:23:00;30;76,3;;;
4765;2024-02-19 01:24:00;30;76,3;;;
4766;2024-02-19 01:25:00;30;76,4;;;
4767;2024-02-19 01:26:00;30;76,4;;;
4768;2024-02-19 01:27:00;30;76,3;;;
4769;2024-02-19 01:28:00;30;76,3;;;
4770;2024-02-19 01:29:00;30;76,4;;;
4771;2024-02-19 01:30:00;30;76,3;;;
4772;2024-02-19 01:31:00;30;76,3;;;
4773;2024-02-19 01:32:00;30;76,3;;;
4774;2024-02-19 01:33:00;30;76,3;;;
4775;2024-02-19 01:34:00;30;76,3;;;
4776;2024-02-19 01:35:00;30;76,3;;;
4777;2024-02-19 01:36:00;30;76,3;;;
4778;2024-02-19 01:37:00;30;76,2;;;
4779;2024-02-19 01:38:00;30;76,2;;;
4780;2024-02-19 01:39:00;30;76,3;;;
4781;2024-02-19 01:40:00;30;76,3;;;
4782;2024-02-19 01:41:00;30;76,3;;;
4783;2024-02-19 01:42:00;30;76,3;;;
4784;2024-02-19 01:43:00;30;76,3;;;
4785;2024-02-19 01:44:00;30;76,3;;;
4786;2024-02-19 01:45:00;30;76,3;;;
4787;2024-02-19 01:46:00;30;76,3;;;
4788;2024-02-19 01:47:00;30;76,3;;;
4789;2024-02-19 01:48:00;30;76,3;;;
4790;2024-02-19 01:49:00;30;76,2;;;
4791;2024-02-19 01:50:00;30;76,2;;;
4792;2024-02-19 01:51:00;30;76,2;;;
4793;2024-02-19 01:52:00;30;76,2;;;
4794;2024-02-19 01:53:00;30;76,2;;;
4795;2024-02-19 01:54:00;30;76,3;;;
4796;2024-02-19 01:55:00;30;76,3;;;
4797;2024-02-19 01:56:00;30;76,2;;;
4798;2024-02-19 01:57:00;30;76,2;;;
4799;2024-02-19 01:58:00;30;76,2;;;
4800;2024-02-19 01:59:00;30;76,2;;;
4801;2024-02-19 02:00:00;30;76,2;;;
4803;2024-02-19 02:02:00;30;76,2;;;
4804;2024-02-19 02:03:00;30;76,2;;;
4805;2024-02-19 02:04:00;30;76,3;;;
4807;2024-02-19 02:06:00;30;76,2;;;
4808;2024-02-19 02:07:00;30;76,3;;;
4810;2024-02-19 02:09:00;30;76,3;;;
4816;2024-02-19 02:15:00;30;76,3;;;
4820;2024-02-19 02:19:00;30;76,3;;;
4821;2024-02-19 02:20:00;30;76,3;;;
4822;2024-02-19 02:21:00;30;76,3;;;
4823;2024-02-19 02:22:00;30;76,3;;;
4825;2024-02-19 02:24:00;30;76,3;;;
4826;2024-02-19 02:25:00;30;76,3;;;
4830;2024-02-19 02:29:00;30;76,3;;;
4831;2024-02-19 02:30:00;30;76,3;;;
4836;2024-02-19 02:35:00;30;76,3;;;
5146;2024-02-19 07:45:00;30;75,5;;;
5147;2024-02-19 07:46:00;30;75,5;;;
5148;2024-02-19 07:47:00;30;75,5;;;
5150;2024-02-19 07:49:00;30;75,5;;;
5151;2024-02-19 07:50:00;30;75,5;;;
5152;2024-02-19 07:51:00;30;75,4;;;
5153;2024-02-19 07:52:00;30;75,5;;;
5154;2024-02-19 07:53:00;30;75,5;;;
5155;2024-02-19 07:54:00;30;75,4;;;
5156;2024-02-19 07:55:00;30;75,5;;;
5157;2024-02-19 07:56:00;30;75,4;;;
5158;2024-02-19 07:57:00;30;75,5;;;
5159;2024-02-19 07:58:00;30;75,7;;;
5160;2024-02-19 07:59:00;30;75,7;;;
5161;2024-02-19 08:00:00;30;75,6;;;
5162;2024-02-19 08:01:00;30;75,6;;;
5163;2024-02-19 08:02:00;30;75,7;;;
5164;2024-02-19 08:03:00;30;75,7;;;
5165;2024-02-19 08:04:00;30;75,7;;;
5167;2024-02-19 08:06:00;30;75,7;;;
5168;2024-02-19 08:07:00;30;75,7;;;
5171;2024-02-19 08:10:00;30;75,6;;;
6360;2024-02-20 03:59:00;30;74,5;;;
6361;2024-02-20 04:00:00;30;74,5;;;
6362;2024-02-20 04:01:00;30;74,5;;;
6363;2024-02-20 04:02:00;30;74,5;;;
6364;2024-02-20 04:03:00;30;74,5;;;
6365;2024-02-20 04:04:00;30;74,5;;;
6366;2024-02-20 04:05:00;30;74,5;;;
6367;2024-02-20 04:06:00;30;74,5;;;
6368;2024-02-20 04:07:00;30;74,5;;;
6369;2024-02-20 04:08:00;30;74,5;;;
6370;2024-02-20 04:09:00;30;74,5;;;
6371;2024-02-20 04:10:00;30;74,5;;;
6372;2024-02-20 04:11:00;30;74,5;;;
6373;2024-02-20 04:12:00;30;74,5;;;
6374;2024-02-20 04:13:00;30;74,5;;;
6375;2024-02-20 04:14:00;30;74,5;;;
6376;2024-02-20 04:15:00;30;74,5;;;
6377;2024-02-20 04:16:00;30;74,5;;;
6378;2024-02-20 04:17:00;30;74,5;;;
6379;2024-02-20 04:18:00;30;74,5;;;
6380;2024-02-20 04:19:00;30;74,5;;;
6381;2024-02-20 04:20:00;30;74,5;;;
6382;2024-02-20 04:21:00;30;74,6;;;
6383;2024-02-20 04:22:00;30;74,5;;;
6384;2024-02-20 04:23:00;30;74,6;;;
6385;2024-02-20 04:24:00;30;74,5;;;
6386;2024-02-20 04:25:00;30;74,6;;;
6387;2024-02-20 04:26:00;30;74,6;;;
6388;2024-02-20 04:27:00;30;74,6;;;
6389;2024-02-20 04:28:00;30;74,6;;;
6390;2024-02-20 04:29:00;30;74,6;;;
6391;2024-02-20 04:30:00;30;74,6;;;
6392;2024-02-20 04:31:00;30;74,6;;;
6393;2024-02-20 04:32:00;30;74,6;;;
6394;2024-02-20 04:33:00;30;74,6;;;
6397;2024-02-20 04:36:00;30;74,6;;;
6398;2024-02-20 04:37:00;30;74,5;;;
6399;2024-02-20 04:38:00;30;74,6;;;
6400;2024-02-20 04:39:00;30;74,6;;;
6403;2024-02-20 04:42:00;30;74,6;;;
6529;2024-02-20 06:48:00;30;74,7;;;
6531;2024-02-20 06:50:00;30;74,7;;;
6532;2024-02-20 06:51:00;30;74,7;;;
6533;2024-02-20 06:52:00;30;74,7;;;
6534;2024-02-20 06:53:00;30;74,7;;;
6535;2024-02-20 06:54:00;30;74,6;;;
6536;2024-02-20 06:55:00;30;74,7;;;
6537;2024-02-20 06:56:00;30;74,6;;;
6538;2024-02-20 06:57:00;30;74,6;;;
6539;2024-02-20 06:58:00;30;74,6;;;
6540;2024-02-20 06:59:00;30;74,5;;;
6541;2024-02-20 07:00:00;30;74,5;;;
6542;2024-02-20 07:01:00;30;74,5;;;
6543;2024-02-20 07:02:00;30;74,5;;;
6544;2024-02-20 07:03:00;30;74,5;;;
6545;2024-02-20 07:04:00;30;74,5;;;
7706;2024-02-21 02:25:00;30;72,6;;;
7711;2024-02-21 02:30:00;30;72,6;;;
7713;2024-02-21 02:32:00;30;72,7;;;
7714;2024-02-21 02:33:00;30;72,6;;;
7715;2024-02-21 02:34:00;30;72,6;;;
7716;2024-02-21 02:35:00;30;72,7;;;
7717;2024-02-21 02:36:00;30;72,7;;;
7719;2024-02-21 02:38:00;30;72,7;;;
7720;2024-02-21 02:39:00;30;72,7;;;
7721;2024-02-21 02:40:00;30;72,7;;;
7722;2024-02-21 02:41:00;30;72,7;;;
7723;2024-02-21 02:42:00;30;72,7;;;
7724;2024-02-21 02:43:00;30;72,7;;;
7725;2024-02-21 02:44:00;30;72,7;;;
7726;2024-02-21 02:45:00;30;72,8;;;
7727;2024-02-21 02:46:00;30;72,8;;;
7728;2024-02-21 02:47:00;30;72,8;;;
7729;2024-02-21 02:48:00;30;72,8;;;
7730;2024-02-21 02:49:00;30;72,8;;;
7731;2024-02-21 02:50:00;30;72,8;;;
7732;2024-02-21 02:51:00;30;72,8;;;
7733;2024-02-21 02:52:00;30;72,7;;;
7734;2024-02-21 02:53:00;30;72,8;;;
7735;2024-02-21 02:54:00;30;72,9;;;
7736;2024-02-21 02:55:00;30;72,8;;;
7737;2024-02-21 02:56:00;30;72,8;;;
7738;2024-02-21 02:57:00;30;72,9;;;
7739;2024-02-21 02:58:00;30;72,9;;;
7740;2024-02-21 02:59:00;30;72,8;;;
7741;2024-02-21 03:00:00;30;72,9;;;
7742;2024-02-21 03:01:00;30;72,9;;;
7743;2024-02-21 03:02:00;30;72,9;;;
7744;2024-02-21 03:03:00;30;72,9;;;
7745;2024-02-21 03:04:00;30;72,9;;;
7746;2024-02-21 03:05:00;30;72,9;;;
7747;2024-02-21 03:06:00;30;72,9;;;
7748;2024-02-21 03:07:00;30;73;;;
7749;2024-02-21 03:08:00;30;72,9;;;
7751;2024-02-21 03:10:00;30;73;;;
7752;2024-02-21 03:11:00;30;73;;;
7754;2024-02-21 03:13:00;30;73;;;
7755;2024-02-21 03:14:00;30;73;;;
7756;2024-02-21 03:15:00;30;73;;;
7757;2024-02-21 03:16:00;30;73;;;
7758;2024-02-21 03:17:00;30;73;;;
8111;2024-02-21 09:10:00;30;75,2;;;
8113;2024-02-21 09:12:00;30;75,1;;;
8115;2024-02-21 09:14:00;30;75,1;;;
8116;2024-02-21 09:15:00;30;74,9;;;
8117;2024-02-21 09:16:00;30;74,9;;;
8118;2024-02-21 09:17:00;30;75,4;;;
8119;2024-02-21 09:18:00;30;75,5;;;
8120;2024-02-21 09:19:00;30;76;;;
8121;2024-02-21 09:20:00;30;75,7;;;
8122;2024-02-21 09:21:00;30;75,5;;;
8123;2024-02-21 09:22:00;30;75,5;;;
8124;2024-02-21 09:23:00;30;75,4;;;
8125;2024-02-21 09:24:00;30;75,4;;;
8127;2024-02-21 09:26:00;30;75,2;;;
39;2024-02-15 18:38:00;29,9;71,4;;;
44;2024-02-15 18:43:00;29,9;71,5;;;
45;2024-02-15 18:44:00;29,9;71,5;;;
47;2024-02-15 18:46:00;29,9;71,5;;;
48;2024-02-15 18:47:00;29,9;71,6;;;
49;2024-02-15 18:48:00;29,9;71,6;;;
50;2024-02-15 18:49:00;29,9;71,6;;;
51;2024-02-15 18:50:00;29,9;71,7;;;
52;2024-02-15 18:51:00;29,9;71,7;;;
53;2024-02-15 18:52:00;29,9;71,8;;;
54;2024-02-15 18:53:00;29,9;71,8;;;
55;2024-02-15 18:54:00;29,9;71,9;;;
56;2024-02-15 18:55:00;29,9;72;;;
57;2024-02-15 18:56:00;29,9;72;;;
58;2024-02-15 18:57:00;29,9;71,9;;;
59;2024-02-15 18:58:00;29,9;72;;;
60;2024-02-15 18:59:00;29,9;72;;;
61;2024-02-15 19:00:00;29,9;72;;;
62;2024-02-15 19:01:00;29,9;72;;;
63;2024-02-15 19:02:00;29,9;72;;;
64;2024-02-15 19:03:00;29,9;72;;;
68;2024-02-15 19:07:00;29,9;72,1;;;
69;2024-02-15 19:08:00;29,9;72,1;;;
71;2024-02-15 19:10:00;29,9;72,2;;;
72;2024-02-15 19:11:00;29,9;72,2;;;
1170;2024-02-16 13:29:00;29,9;69,9;;;
1171;2024-02-16 13:30:00;29,9;69,8;;;
1173;2024-02-16 13:32:00;29,9;69,8;;;
1174;2024-02-16 13:33:00;29,9;69,7;;;
1175;2024-02-16 13:34:00;29,9;69,7;;;
1176;2024-02-16 13:35:00;29,9;69,7;;;
1177;2024-02-16 13:36:00;29,9;69,7;;;
1178;2024-02-16 13:37:00;29,9;69,7;;;
1179;2024-02-16 13:38:00;29,9;69,6;;;
1180;2024-02-16 13:39:00;29,9;69,6;;;
1181;2024-02-16 13:40:00;29,9;69,6;;;
1182;2024-02-16 13:41:00;29,9;69,7;;;
1183;2024-02-16 13:42:00;29,9;69,7;;;
1184;2024-02-16 13:43:00;29,9;69,6;;;
1185;2024-02-16 13:44:00;29,9;69,6;;;
1186;2024-02-16 13:45:00;29,9;69,6;;;
1187;2024-02-16 13:46:00;29,9;69,6;;;
1188;2024-02-16 13:47:00;29,9;69,6;;;
1422;2024-02-16 17:41:00;29,9;69,7;;;
1424;2024-02-16 17:43:00;29,9;69,7;;;
1425;2024-02-16 17:44:00;29,9;69,7;;;
1426;2024-02-16 17:45:00;29,9;69,7;;;
1427;2024-02-16 17:46:00;29,9;69,6;;;
1428;2024-02-16 17:47:00;29,9;69,6;;;
1429;2024-02-16 17:48:00;29,9;69,6;;;
1430;2024-02-16 17:49:00;29,9;69,7;;;
1431;2024-02-16 17:50:00;29,9;69,7;;;
1432;2024-02-16 17:51:00;29,9;69,6;;;
1433;2024-02-16 17:52:00;29,9;69,7;;;
1434;2024-02-16 17:53:00;29,9;69,8;;;
1436;2024-02-16 17:55:00;29,9;69,7;;;
2402;2024-02-17 10:01:00;29,9;76,3;;;
2403;2024-02-17 10:02:00;29,9;76,1;;;
2404;2024-02-17 10:03:00;29,9;76,1;;;
2405;2024-02-17 10:04:00;29,9;76,1;;;
2406;2024-02-17 10:05:00;29,9;76,1;;;
3247;2024-02-18 00:06:00;29,9;77,4;;;
3248;2024-02-18 00:07:00;29,9;77,4;;;
3251;2024-02-18 00:10:00;29,9;77,4;;;
3252;2024-02-18 00:11:00;29,9;77,3;;;
3255;2024-02-18 00:14:00;29,9;77,4;;;
3256;2024-02-18 00:15:00;29,9;77,4;;;
3258;2024-02-18 00:17:00;29,9;77,4;;;
3259;2024-02-18 00:18:00;29,9;77,4;;;
3260;2024-02-18 00:19:00;29,9;77,4;;;
3261;2024-02-18 00:20:00;29,9;77,4;;;
3263;2024-02-18 00:22:00;29,9;77,4;;;
3265;2024-02-18 00:24:00;29,9;77,4;;;
3267;2024-02-18 00:26:00;29,9;77,5;;;
3268;2024-02-18 00:27:00;29,9;77,4;;;
3270;2024-02-18 00:29:00;29,9;77,4;;;
3271;2024-02-18 00:30:00;29,9;77,4;;;
3272;2024-02-18 00:31:00;29,9;77,4;;;
3273;2024-02-18 00:32:00;29,9;77,4;;;
3274;2024-02-18 00:33:00;29,9;77,4;;;
3275;2024-02-18 00:34:00;29,9;77,4;;;
3276;2024-02-18 00:35:00;29,9;77,4;;;
3277;2024-02-18 00:36:00;29,9;77,5;;;
3278;2024-02-18 00:37:00;29,9;77,4;;;
3279;2024-02-18 00:38:00;29,9;77,4;;;
3280;2024-02-18 00:39:00;29,9;77,4;;;
3281;2024-02-18 00:40:00;29,9;77,4;;;
3282;2024-02-18 00:41:00;29,9;77,4;;;
3283;2024-02-18 00:42:00;29,9;77,4;;;
3284;2024-02-18 00:43:00;29,9;77,4;;;
3285;2024-02-18 00:44:00;29,9;77,4;;;
3286;2024-02-18 00:45:00;29,9;77,4;;;
3287;2024-02-18 00:46:00;29,9;77,4;;;
3288;2024-02-18 00:47:00;29,9;77,4;;;
3289;2024-02-18 00:48:00;29,9;77,4;;;
3290;2024-02-18 00:49:00;29,9;77,4;;;
3291;2024-02-18 00:50:00;29,9;77,4;;;
3292;2024-02-18 00:51:00;29,9;77,4;;;
3293;2024-02-18 00:52:00;29,9;77,4;;;
3294;2024-02-18 00:53:00;29,9;77,4;;;
3295;2024-02-18 00:54:00;29,9;77,5;;;
3296;2024-02-18 00:55:00;29,9;77,4;;;
3297;2024-02-18 00:56:00;29,9;77,4;;;
3298;2024-02-18 00:57:00;29,9;77,4;;;
3299;2024-02-18 00:58:00;29,9;77,4;;;
3300;2024-02-18 00:59:00;29,9;77,4;;;
3301;2024-02-18 01:00:00;29,9;77,4;;;
3302;2024-02-18 01:01:00;29,9;77,4;;;
3303;2024-02-18 01:02:00;29,9;77,4;;;
3304;2024-02-18 01:03:00;29,9;77,4;;;
3305;2024-02-18 01:04:00;29,9;77,4;;;
3306;2024-02-18 01:05:00;29,9;77,4;;;
3307;2024-02-18 01:06:00;29,9;77,4;;;
3308;2024-02-18 01:07:00;29,9;77,4;;;
3309;2024-02-18 01:08:00;29,9;77,4;;;
3310;2024-02-18 01:09:00;29,9;77,4;;;
3311;2024-02-18 01:10:00;29,9;77,4;;;
3312;2024-02-18 01:11:00;29,9;77,4;;;
3313;2024-02-18 01:12:00;29,9;77,4;;;
3314;2024-02-18 01:13:00;29,9;77,4;;;
3315;2024-02-18 01:14:00;29,9;77,4;;;
3316;2024-02-18 01:15:00;29,9;77,4;;;
3317;2024-02-18 01:16:00;29,9;77,3;;;
3318;2024-02-18 01:17:00;29,9;77,4;;;
3319;2024-02-18 01:18:00;29,9;77,3;;;
3320;2024-02-18 01:19:00;29,9;77,3;;;
3321;2024-02-18 01:20:00;29,9;77,4;;;
3322;2024-02-18 01:21:00;29,9;77,4;;;
3323;2024-02-18 01:22:00;29,9;77,4;;;
3324;2024-02-18 01:23:00;29,9;77,4;;;
3325;2024-02-18 01:24:00;29,9;77,4;;;
3326;2024-02-18 01:25:00;29,9;77,4;;;
3327;2024-02-18 01:26:00;29,9;77,4;;;
3328;2024-02-18 01:27:00;29,9;77,3;;;
3329;2024-02-18 01:28:00;29,9;77,4;;;
3330;2024-02-18 01:29:00;29,9;77,4;;;
3331;2024-02-18 01:30:00;29,9;77,4;;;
3332;2024-02-18 01:31:00;29,9;77,4;;;
3333;2024-02-18 01:32:00;29,9;77,4;;;
3334;2024-02-18 01:33:00;29,9;77,4;;;
3335;2024-02-18 01:34:00;29,9;77,4;;;
3336;2024-02-18 01:35:00;29,9;77,4;;;
3337;2024-02-18 01:36:00;29,9;77,3;;;
3338;2024-02-18 01:37:00;29,9;77,4;;;
3339;2024-02-18 01:38:00;29,9;77,4;;;
3341;2024-02-18 01:40:00;29,9;77,3;;;
3342;2024-02-18 01:41:00;29,9;77,4;;;
3343;2024-02-18 01:42:00;29,9;77,4;;;
3344;2024-02-18 01:43:00;29,9;77,3;;;
3347;2024-02-18 01:46:00;29,9;77,4;;;
3348;2024-02-18 01:47:00;29,9;77,4;;;
3349;2024-02-18 01:48:00;29,9;77,3;;;
3350;2024-02-18 01:49:00;29,9;77,4;;;
3351;2024-02-18 01:50:00;29,9;77,4;;;
3352;2024-02-18 01:51:00;29,9;77,5;;;
3354;2024-02-18 01:53:00;29,9;77,4;;;
3355;2024-02-18 01:54:00;29,9;77,4;;;
3358;2024-02-18 01:57:00;29,9;77,4;;;
3359;2024-02-18 01:58:00;29,9;77,4;;;
3362;2024-02-18 02:01:00;29,9;77,4;;;
3365;2024-02-18 02:04:00;29,9;77,4;;;
3370;2024-02-18 02:09:00;29,9;77,4;;;
3678;2024-02-18 07:17:00;29,9;77,9;;;
3679;2024-02-18 07:18:00;29,9;78;;;
3680;2024-02-18 07:19:00;29,9;78;;;
3681;2024-02-18 07:20:00;29,9;77,9;;;
3682;2024-02-18 07:21:00;29,9;77,8;;;
3683;2024-02-18 07:22:00;29,9;77,8;;;
3684;2024-02-18 07:23:00;29,9;77,9;;;
3685;2024-02-18 07:24:00;29,9;77,9;;;
3686;2024-02-18 07:25:00;29,9;78,1;;;
3687;2024-02-18 07:26:00;29,9;78,3;;;
3688;2024-02-18 07:27:00;29,9;78,1;;;
3689;2024-02-18 07:28:00;29,9;78,1;;;
3690;2024-02-18 07:29:00;29,9;78,1;;;
3691;2024-02-18 07:30:00;29,9;78,1;;;
3692;2024-02-18 07:31:00;29,9;78,1;;;
3694;2024-02-18 07:33:00;29,9;78,1;;;
3695;2024-02-18 07:34:00;29,9;78,1;;;
3700;2024-02-18 07:39:00;29,9;78,1;;;
4802;2024-02-19 02:01:00;29,9;76,2;;;
4806;2024-02-19 02:05:00;29,9;76,2;;;
4809;2024-02-19 02:08:00;29,9;76,3;;;
4811;2024-02-19 02:10:00;29,9;76,3;;;
4812;2024-02-19 02:11:00;29,9;76,3;;;
4813;2024-02-19 02:12:00;29,9;76,3;;;
4814;2024-02-19 02:13:00;29,9;76,3;;;
4815;2024-02-19 02:14:00;29,9;76,2;;;
4817;2024-02-19 02:16:00;29,9;76,3;;;
4818;2024-02-19 02:17:00;29,9;76,3;;;
4819;2024-02-19 02:18:00;29,9;76,3;;;
4824;2024-02-19 02:23:00;29,9;76,3;;;
4827;2024-02-19 02:26:00;29,9;76,3;;;
4828;2024-02-19 02:27:00;29,9;76,3;;;
4829;2024-02-19 02:28:00;29,9;76,3;;;
4832;2024-02-19 02:31:00;29,9;76,3;;;
4833;2024-02-19 02:32:00;29,9;76,3;;;
4834;2024-02-19 02:33:00;29,9;76,3;;;
4835;2024-02-19 02:34:00;29,9;76,2;;;
4837;2024-02-19 02:36:00;29,9;76,3;;;
4838;2024-02-19 02:37:00;29,9;76,3;;;
4839;2024-02-19 02:38:00;29,9;76,3;;;
4840;2024-02-19 02:39:00;29,9;76,2;;;
4841;2024-02-19 02:40:00;29,9;76,2;;;
4842;2024-02-19 02:41:00;29,9;76,2;;;
4843;2024-02-19 02:42:00;29,9;76,2;;;
4844;2024-02-19 02:43:00;29,9;76,2;;;
4845;2024-02-19 02:44:00;29,9;76,2;;;
4846;2024-02-19 02:45:00;29,9;76,2;;;
4847;2024-02-19 02:46:00;29,9;76,2;;;
4848;2024-02-19 02:47:00;29,9;76,2;;;
4849;2024-02-19 02:48:00;29,9;76,2;;;
4850;2024-02-19 02:49:00;29,9;76,2;;;
4851;2024-02-19 02:50:00;29,9;76,2;;;
4852;2024-02-19 02:51:00;29,9;76,2;;;
4853;2024-02-19 02:52:00;29,9;76,2;;;
4854;2024-02-19 02:53:00;29,9;76,2;;;
4855;2024-02-19 02:54:00;29,9;76,2;;;
4856;2024-02-19 02:55:00;29,9;76,2;;;
4857;2024-02-19 02:56:00;29,9;76,2;;;
4858;2024-02-19 02:57:00;29,9;76,2;;;
4859;2024-02-19 02:58:00;29,9;76,2;;;
4860;2024-02-19 02:59:00;29,9;76,2;;;
4861;2024-02-19 03:00:00;29,9;76,2;;;
4862;2024-02-19 03:01:00;29,9;76,2;;;
4863;2024-02-19 03:02:00;29,9;76,2;;;
4864;2024-02-19 03:03:00;29,9;76,2;;;
4865;2024-02-19 03:04:00;29,9;76,2;;;
4866;2024-02-19 03:05:00;29,9;76,2;;;
4867;2024-02-19 03:06:00;29,9;76,2;;;
4868;2024-02-19 03:07:00;29,9;76,2;;;
4869;2024-02-19 03:08:00;29,9;76,2;;;
4870;2024-02-19 03:09:00;29,9;76,2;;;
4871;2024-02-19 03:10:00;29,9;76,2;;;
4872;2024-02-19 03:11:00;29,9;76,2;;;
4873;2024-02-19 03:12:00;29,9;76,2;;;
4874;2024-02-19 03:13:00;29,9;76,2;;;
4875;2024-02-19 03:14:00;29,9;76,2;;;
4876;2024-02-19 03:15:00;29,9;76,2;;;
4877;2024-02-19 03:16:00;29,9;76,2;;;
4878;2024-02-19 03:17:00;29,9;76,2;;;
4879;2024-02-19 03:18:00;29,9;76,2;;;
4880;2024-02-19 03:19:00;29,9;76,1;;;
4881;2024-02-19 03:20:00;29,9;76,2;;;
4882;2024-02-19 03:21:00;29,9;76,2;;;
4883;2024-02-19 03:22:00;29,9;76,2;;;
4884;2024-02-19 03:23:00;29,9;76,2;;;
4885;2024-02-19 03:24:00;29,9;76,2;;;
4886;2024-02-19 03:25:00;29,9;76,2;;;
4887;2024-02-19 03:26:00;29,9;76,2;;;
4888;2024-02-19 03:27:00;29,9;76,2;;;
4889;2024-02-19 03:28:00;29,9;76,2;;;
4890;2024-02-19 03:29:00;29,9;76,2;;;
4891;2024-02-19 03:30:00;29,9;76,2;;;
4892;2024-02-19 03:31:00;29,9;76,2;;;
4893;2024-02-19 03:32:00;29,9;76,2;;;
4894;2024-02-19 03:33:00;29,9;76,2;;;
4895;2024-02-19 03:34:00;29,9;76,2;;;
4896;2024-02-19 03:35:00;29,9;76,2;;;
4897;2024-02-19 03:36:00;29,9;76,3;;;
4901;2024-02-19 03:40:00;29,9;76,3;;;
4902;2024-02-19 03:41:00;29,9;76,3;;;
4904;2024-02-19 03:43:00;29,9;76,3;;;
4905;2024-02-19 03:44:00;29,9;76,3;;;
5131;2024-02-19 07:30:00;29,9;75,6;;;
5132;2024-02-19 07:31:00;29,9;75,6;;;
5133;2024-02-19 07:32:00;29,9;75,6;;;
5134;2024-02-19 07:33:00;29,9;75,5;;;
5135;2024-02-19 07:34:00;29,9;75,6;;;
5136;2024-02-19 07:35:00;29,9;75,5;;;
5137;2024-02-19 07:36:00;29,9;75,5;;;
5138;2024-02-19 07:37:00;29,9;75,5;;;
5139;2024-02-19 07:38:00;29,9;75,5;;;
5140;2024-02-19 07:39:00;29,9;75,5;;;
5141;2024-02-19 07:40:00;29,9;75,5;;;
5142;2024-02-19 07:41:00;29,9;75,5;;;
5143;2024-02-19 07:42:00;29,9;75,5;;;
5144;2024-02-19 07:43:00;29,9;75,5;;;
5145;2024-02-19 07:44:00;29,9;75,6;;;
5149;2024-02-19 07:48:00;29,9;75,5;;;
6395;2024-02-20 04:34:00;29,9;74,6;;;
6396;2024-02-20 04:35:00;29,9;74,6;;;
6401;2024-02-20 04:40:00;29,9;74,6;;;
6402;2024-02-20 04:41:00;29,9;74,6;;;
6404;2024-02-20 04:43:00;29,9;74,6;;;
6405;2024-02-20 04:44:00;29,9;74,6;;;
6406;2024-02-20 04:45:00;29,9;74,6;;;
6407;2024-02-20 04:46:00;29,9;74,6;;;
6408;2024-02-20 04:47:00;29,9;74,6;;;
6409;2024-02-20 04:48:00;29,9;74,6;;;
6410;2024-02-20 04:49:00;29,9;74,6;;;
6411;2024-02-20 04:50:00;29,9;74,6;;;
6412;2024-02-20 04:51:00;29,9;74,6;;;
6413;2024-02-20 04:52:00;29,9;74,6;;;
6414;2024-02-20 04:53:00;29,9;74,6;;;
6415;2024-02-20 04:54:00;29,9;74,6;;;
6416;2024-02-20 04:55:00;29,9;74,6;;;
6417;2024-02-20 04:56:00;29,9;74,6;;;
6418;2024-02-20 04:57:00;29,9;74,7;;;
6419;2024-02-20 04:58:00;29,9;74,6;;;
6420;2024-02-20 04:59:00;29,9;74,7;;;
6421;2024-02-20 05:00:00;29,9;74,6;;;
6422;2024-02-20 05:01:00;29,9;74,6;;;
6423;2024-02-20 05:02:00;29,9;74,6;;;
6424;2024-02-20 05:03:00;29,9;74,6;;;
6425;2024-02-20 05:04:00;29,9;74,6;;;
